,loc_id,num_user,mean,median,var,vote1,vote2,vote3,vote4,vote5
108,331,5,2.6,3,0.24,0,2,3,0,0
109,333,5,3.0,3,0.8,0,2,1,2,0
110,334,5,4.2,4,0.5599999999999999,0,0,1,2,2
111,335,5,3.4,3,0.24,0,0,3,2,0
112,336,5,3.6,4,0.24,0,0,2,3,0
113,337,5,2.0,2,0.0,0,5,0,0,0
114,338,5,2.6,3,0.24,0,2,3,0,0
115,341,5,3.4,3,1.04,0,1,2,1,1
116,342,5,2.4,2,0.64,0,4,0,1,0
117,343,5,3.2,4,0.96,0,2,0,3,0
118,344,5,3.6,4,0.24,0,0,2,3,0
119,345,5,3.8,4,0.96,0,1,0,3,1
120,346,5,2.0,2,0.4,1,3,1,0,0
121,492,5,3.0,3,0.8,0,2,1,2,0
122,496,5,3.0,3,0.8,0,2,1,2,0
123,497,5,3.2,3,0.5599999999999999,0,1,2,2,0
124,499,5,2.2,2,0.96,1,3,0,1,0
125,500,5,3.0,3,0.8,0,2,1,2,0
126,503,5,3.4,3,1.04,0,1,2,1,1
127,507,5,4.6,5,0.24000000000000005,0,0,0,2,3
128,508,5,2.4,2,0.6400000000000002,0,4,0,1,0
129,511,5,3.4,4,0.64,0,1,1,3,0
130,512,5,3.2,3,0.5599999999999999,0,1,2,2,0
131,514,5,3.8,4,0.5599999999999999,0,0,2,2,1
132,515,5,2.0,2,0.4,1,3,1,0,0
133,516,5,4.0,4,0.4,0,0,1,3,1
134,517,5,3.0,3,0.8,0,2,1,2,0
135,520,5,4.0,4,0.4,0,0,1,3,1
136,523,5,2.2,2,0.5599999999999999,1,2,2,0,0
137,527,5,1.8,2,0.56,2,2,1,0,0
138,529,5,4.6,5,0.24,0,0,0,2,3
139,530,5,2.6,2,0.64,0,3,1,1,0
140,533,5,3.0,3,0.8,0,2,1,2,0
141,646,5,3.6,4,0.24,0,0,2,3,0
142,649,5,2.2,2,0.96,1,3,0,1,0
143,650,5,1.8,2,0.16,1,4,0,0,0
144,653,5,3.4,3,0.24,0,0,3,2,0
145,654,5,2.8,3,0.5599999999999999,0,2,2,1,0
146,655,5,3.0,3,0.4,0,1,3,1,0
147,662,5,2.8,3,0.5599999999999999,0,2,2,1,0
148,666,5,4.6,5,0.24,0,0,0,2,3
149,668,5,3.6,4,0.6400000000000002,0,1,0,4,0
150,669,5,3.6,4,0.24,0,0,2,3,0
151,670,5,2.6,2,0.64,0,3,1,1,0
152,673,5,3.6,3,0.64,0,0,3,1,1
153,675,5,2.6,3,0.24,0,2,3,0,0
154,681,5,2.0,2,0.8,2,1,2,0,0
155,684,5,2.8,3,0.15999999999999998,0,1,4,0,0
156,685,5,3.4,3,0.24,0,0,3,2,0
157,686,5,2.6,2,0.64,0,3,1,1,0
158,687,5,2.6,3,0.24,0,2,3,0,0
159,689,5,2.6,2,0.64,0,3,1,1,0
160,699,5,3.4,3,0.24,0,0,3,2,0
161,536,5,2.8,3,0.5599999999999999,0,2,2,1,0
162,538,5,3.4,3,1.8400000000000003,0,2,1,0,2
163,539,5,2.4,2,0.6400000000000002,0,4,0,1,0
164,540,5,3.2,3,0.5599999999999999,0,1,2,2,0
165,547,5,2.6,2,0.64,0,3,1,1,0
166,548,5,4.0,4,0.4,0,0,1,3,1
167,555,5,3.4,4,0.64,0,1,1,3,0
168,556,5,3.8,4,0.96,0,1,0,3,1
169,559,5,3.2,3,0.5599999999999999,0,1,2,2,0
170,561,5,4.0,4,1.2,0,1,0,2,2
171,564,5,1.8,1,1.36,3,1,0,1,0
172,567,5,4.0,4,0.4,0,0,1,3,1
173,569,5,3.6,4,0.24,0,0,2,3,0
174,570,5,2.4,2,0.64,0,4,0,1,0
175,578,5,4.2,4,0.5599999999999999,0,0,1,2,2
176,579,5,3.2,3,0.5599999999999999,0,1,2,2,0
177,582,5,3.4,4,0.64,0,1,1,3,0
178,587,5,3.8,4,0.15999999999999998,0,0,1,4,0
179,589,5,4.2,4,0.15999999999999998,0,0,0,4,1
180,594,5,3.2,2,2.16,0,3,0,0,2
181,595,5,4.4,4,0.24000000000000005,0,0,0,3,2
182,598,5,3.0,3,0.8,0,2,1,2,0
183,599,5,3.2,3,0.5599999999999999,0,1,2,2,0
184,600,5,2.4,3,0.64,1,1,3,0,0
185,602,5,2.4,2,1.0400000000000003,1,2,1,1,0
186,606,5,3.6,4,0.24,0,0,2,3,0
187,607,5,2.6,3,0.24,0,2,3,0,0
188,610,5,2.2,2,0.15999999999999998,0,4,1,0,0
189,611,5,2.2,2,0.5599999999999999,1,2,2,0,0
190,612,5,3.2,3,0.5599999999999999,0,1,2,2,0
191,615,6,4.0,4,0.0,0,0,0,6,0
192,620,4,2.75,2,0.6875,0,2,1,1,0
193,623,5,3.8,4,0.15999999999999998,0,0,1,4,0
194,624,5,2.8,3,0.5599999999999999,0,2,2,1,0
195,628,5,2.4,2,0.24,0,3,2,0,0
196,634,5,2.0,2,0.4,1,3,1,0,0
197,640,5,1.4,1,0.24,3,2,0,0,0
198,641,5,2.0,2,0.0,0,5,0,0,0
199,642,5,3.8,4,0.96,0,1,0,3,1
200,644,5,3.0,3,0.4,0,1,3,1,0
